recordStatus,lastDateModified,lastTimeModified,lastUserToModify,legDepartureDate,airlineCode,identifier,sequence,flightOriginDay,numericFlightDate,numGMTDate,STDudt,STAudt,tailNumber,numLastDateModified,flightStatus,origin,STDLocal,dispatchDesk,STDGMTVariance,destination,STALocal,STAGMTVariance,OAGEquipmentType,ACConfiguration,serviceType,originGate,ETDlocal,ETDudt,TAXIutc,OUTudt,OFFudt,destinationGate,ETAlocal,ETAudt,ONudt,INudt,previousTailNumber,ETE,DCNutc,ETOutc,EONutc,EDTCutc,flightType,newDepartureCity,newArrivalCity,SchedOAGEquipType,OAGEquipSubType,csvFSDailyID,tailNumBeforeCancel,CTAUTC,cancelled,replaced,ATCStatus,scheduledFlightType,aircraftRouting,mealService,hub,landingRestriction,headStartFlight,actualDeparture,specialFlight,actualArrival,scheduledTaxiOut,scheduledTaxiIn,STOSetByUser,STISetByUser,CTFlightNumber
,27JAN19,1117,MJOH,03FEB19,JBU,   3 ,10,03,20190203,20190203,2030,0027,651   ,20190127,,JFK ,1530,DM,-0500,SJU ,2027,-0400,320 ,,,,1530,2030,,,,,2027,0027,,,,,,,,,0,,,320 ,,5156980,,,,0,0,0,>1234 ,,JFK,2,0,2019-02-03 20:30:00.000,0,2019-02-04 00:27:00.000,29,7,0,0,0003
,27JAN19,1116,MJOH,03FEB19,JBU,   4 ,10,03,20190203,20190204,0126,0521,521   ,20190127,,SJU ,2126,DM,-0400,JFK ,0021,-0500,320 ,,,,2126,0126,,,,,0021,0521,,,,,,,,,0,,,320 ,,5156991,,,,0,0,0,> 559 ,,JFK,2,0,2019-02-04 01:26:00.000,0,2019-02-04 05:21:00.000,17,7,0,0,0004
,27JAN19,1117,MJOH,03FEB19,JBU,   6 ,10,03,20190203,20190203,1939,2244,561   ,20190127,,FLL ,1439,DM,-0500,EWR ,1744,-0500,320 ,,,,1439,1939,,,,,1744,2244,,,,,,,,,0,,,320 ,,5157005,,,,0,0,0,> 905 ,,JFK,2,0,2019-02-03 19:39:00.000,0,2019-02-03 22:44:00.000,17,7,0,0,0006
,27JAN19,1139,MJOH,03FEB19,JBU,   7 ,10,03,20190203,20190203,2346,0522,558   ,20190127,AU01,FLL ,1846,DM,-0500,LAS ,2122,-0800,32C ,,,,1846,2346,,,,E10 ,2122,0522,,,510 ,,,,,,0,,,32H ,,5157013,,,,0,0,0,>   8 ,,JFK,2,0,2019-02-03 23:46:00.000,0,2019-02-04 05:22:00.000,17,7,0,0,0007
,27JAN19,1139,MJOH,03FEB19,JBU,   8 ,10,03,20190203,20190204,0609,1040,558   ,20190127,AU01,LAS ,2209,DM,-0800,FLL ,0540,-0500,32C ,,,E10 ,2209,0609,,,,,0540,1040,,,510 ,,,,,,0,,,32H ,,5157025,,,,0,0,0,>1557 ,,JFK,2,0,2019-02-04 06:09:00.000,0,2019-02-04 10:40:00.000,18,7,0,0,0008
,27JAN19,1315,MJOH,03FEB19,JBU,   9 ,10,03,20190203,20190203,2221,0059,658   ,20190127,SC20,BZN ,1521,DM,-0700,LGB ,1659,-0800,320 ,,,,1521,2221,,,,,1659,0059,,,805 ,,,,,,0,,,320 ,,5157033,,,,0,0,0,>1006 ,,JFK,2,0,2019-02-03 22:21:00.000,0,2019-02-04 00:59:00.000,15,7,0,0,0009
,27JAN19,1315,MJOH,03FEB19,JBU,  10 ,10,03,20190203,20190203,1905,2141,658   ,20190127,SC20,LGB ,1105,DM,-0800,BZN ,1441,-0700,320 ,,,,1105,1905,,,,,1441,2141,,,805 ,,,,,,0,,,320 ,,5157036,,,,0,0,0,>   9 ,,JFK,2,0,2019-02-03 19:05:00.000,0,2019-02-03 21:41:00.000,13,7,0,0,0010
,27JAN19,1047,MJOH,03FEB19,JBU,  11 ,10,03,20190203,20190204,0155,0451,273   ,20190127,,BOS ,2055,DM,-0500,ORD ,2251,-0600,E90 ,,,,2055,0155,,,,,2251,0451,,,,,,,,,0,,,E90 ,,5157041,,,,0,0,0,> 412 ,,JFK,2,0,2019-02-04 01:55:00.000,0,2019-02-04 04:51:00.000,18,7,0,0,0011
,27JAN19,1117,MJOH,03FEB19,JBU,  14 ,10,03,20190203,20190204,0440,0950,524   ,20190127,,LGB ,2040,DM,-0800,JFK ,0450,-0500,320 ,,,,2040,0440,,,,,0450,0950,,,,,,,,,0,,,320 ,,5157051,,,,0,0,0,> 359 ,,JFK,2,0,2019-02-04 04:40:00.000,0,2019-02-04 09:50:00.000,13,7,0,0,0014
,27JAN19,1059,MJOH,03FEB19,JBU,  15 ,10,03,20190203,20190203,1200,1842,934   ,20190127,,JFK ,0700,DM,-0500,SFO ,1042,-0800,32S ,,,,0700,1200,,,,,1042,1842,,,,,,,,,0,,,32S ,,5157062,,,,0,0,0,> 416 ,,JFK,2,1,2019-02-03 12:00:00.000,3,2019-02-03 18:42:00.000,29,7,0,0,0015
,27JAN19,1059,MJOH,03FEB19,JBU,  16 ,10,03,20190203,20190203,1430,1955,935   ,20190127,,SFO ,0630,DM,-0800,JFK ,1455,-0500,32S ,,,,0630,1430,,,,,1455,1955,,,,,,,,,0,,,32S ,,5157072,,,,0,0,0,>  89 ,,JFK,2,1,2019-02-03 14:30:00.000,3,2019-02-03 19:55:00.000,15,7,0,0,0016
,27JAN19,1047,MJOH,03FEB19,JBU,  18 ,10,03,20190203,20190203,1940,2053,267   ,20190127,,JFK ,1440,DM,-0500,BOS ,1553,-0500,E90 ,,,,1440,1940,,,,,1553,2053,,,,,,,,,0,,,E90 ,,5157088,,,,0,0,0,>1885 ,,JFK,2,0,2019-02-03 19:40:00.000,0,2019-02-03 20:53:00.000,29,7,0,0,0018
