recordStatus,lastDateModified,lastTimeModified,lastUserToModify,legDepartureDate,airlineCode,identifier,sequence,flightOriginDay,numericFlightDate,numGMTDate,STDudt,STAudt,tailNumber,numLastDateModified,flightStatus,origin,STDLocal,dispatchDesk,STDGMTVariance,destination,STALocal,STAGMTVariance,OAGEquipmentType,ACConfiguration,serviceType,originGate,ETDlocal,ETDudt,TAXIutc,OUTudt,OFFudt,destinationGate,ETAlocal,ETAudt,ONudt,INudt,previousTailNumber,ETE,DCNutc,ETOutc,EONutc,EDTCutc,flightType,newDepartureCity,newArrivalCity,SchedOAGEquipType,OAGEquipSubType,csvFSDailyID,tailNumBeforeCancel,CTAUTC,cancelled,replaced,ATCStatus,scheduledFlightType,aircraftRouting,mealService,hub,landingRestriction,headStartFlight,actualDeparture,specialFlight,actualArrival,scheduledTaxiOut,scheduledTaxiIn,STOSetByUser,STISetByUser,CTFlightNumber
,27JAN19,1205,PLNK,30JAN19,JBU,   3 ,10,30,20190130,20190130,2030,0027,607   ,20190127,SC06,JFK ,1530,DM,-0500,SJU ,2027,-0400,320 ,,J,,1530,2030,,,,,2027,0027,,,643 ,,,,,,0,,,320 ,,5143485,,,,0,0,0,>   4 ,,JFK,3,0,2019-01-30 20:30:00.000,0,2019-01-31 00:27:00.000,29,7,0,0,0003
,27JAN19,1205,PLNK,30JAN19,JBU,   4 ,10,30,20190130,20190131,0126,0521,607   ,20190127,SC06,SJU ,2126,DM,-0400,JFK ,0021,-0500,320 ,,J,,2126,0126,,,,,0021,0521,,,643 ,,,,,,0,,,320 ,,5143493,,,,0,0,0,>1403 ,,JFK,3,0,2019-01-31 01:26:00.000,0,2019-01-31 05:21:00.000,17,7,0,0,0004
,27JAN19,1204,PLNK,30JAN19,JBU,   6 ,10,30,20190130,20190130,1855,2159,623   ,20190127,SC05,FLL ,1355,DM,-0500,EWR ,1659,-0500,320 ,,,,1355,1855,,,,,1659,2159,,,806 ,,,,,,0,,,320 ,,5143505,,,,0,0,0,> 543 ,,JFK,3,0,2019-01-30 18:55:00.000,0,2019-01-30 21:59:00.000,17,7,0,0,0006
,27JAN19,1205,PLNK,30JAN19,JBU,   7 ,10,30,20190130,20190130,2346,0522,556   ,20190127,AU01,FLL ,1846,DM,-0500,LAS ,2122,-0800,32M ,,,,1846,2346,,,,E10 ,2122,0522,,,559 ,,,,,,0,,,32M ,,5143521,,,,0,0,0,>   8 ,,JFK,3,0,2019-01-30 23:46:00.000,0,2019-01-31 05:22:00.000,17,7,0,0,0007
,27JAN19,1204,PLNK,30JAN19,JBU,   8 ,10,30,20190130,20190131,0609,1040,556   ,20190127,AU01,LAS ,2209,DM,-0800,FLL ,0540,-0500,32M ,,,E10 ,2209,0609,,,,,0540,1040,,,559 ,,,,,,0,,,32M ,,5143533,,,,0,0,0,>2470 ,,JFK,3,0,2019-01-31 06:09:00.000,0,2019-01-31 10:40:00.000,18,7,0,0,0008
,27JAN19,1204,PLNK,30JAN19,JBU,  11 ,10,30,20190130,20190131,0155,0451,231   ,20190127,,BOS ,2055,DM,-0500,ORD ,2251,-0600,E90 ,,,,2055,0155,,,,L2A ,2251,0451,,,,,,,,,0,,,E90 ,,5143554,,,,0,0,0,> 412 ,,JFK,3,0,2019-01-31 01:55:00.000,0,2019-01-31 04:51:00.000,18,7,0,0,0011
,27JAN19,1205,PLNK,30JAN19,JBU,  14 ,10,30,20190130,20190131,0440,0950,709   ,20190127,SC06,LGB ,2040,DM,-0800,JFK ,0450,-0500,32A ,,,,2040,0440,,,,,0450,0950,,,592 ,,,,,,0,,,320 ,,5143567,,,,0,0,0,> 359 ,,JFK,2,0,2019-01-31 04:40:00.000,0,2019-01-31 09:50:00.000,13,7,0,0,0014
,27JAN19,1204,PLNK,30JAN19,JBU,  15 ,10,30,20190130,20190130,1200,1842,992   ,20190127,SC14,JFK ,0700,DM,-0500,SFO ,1042,-0800,32S ,,,,0700,1200,,,,,1042,1842,,,929 ,,,,,,0,,,32S ,,5143579,,,,0,0,0,> 416 ,,JFK,3,1,2019-01-30 12:00:00.000,0,2019-01-30 18:42:00.000,29,7,0,0,0015
,27JAN19,1205,PLNK,30JAN19,JBU,  16 ,10,30,20190130,20190130,1430,1955,967   ,20190127,SC05,SFO ,0630,DM,-0800,JFK ,1455,-0500,32S ,,,,0630,1430,,,,,1455,1955,,,981 ,,,,,,0,,,32S ,,5143591,,,,0,0,0,>  89 ,,JFK,3,1,2019-01-30 14:30:00.000,3,2019-01-30 19:55:00.000,15,7,0,0,0016
,27JAN19,1204,PLNK,30JAN19,JBU,  18 ,10,30,20190130,20190130,1959,2117,190   ,20190127,SC13,JFK ,1459,DM,-0500,BOS ,1617,-0500,E90 ,,,,1459,1959,,,,,1617,2117,,,239 ,,,,,,0,,,E90 ,,5143599,,,,0,0,0,> 755 ,,JFK,3,0,2019-01-30 19:59:00.000,0,2019-01-30 21:17:00.000,29,7,0,0,0018
,27JAN19,1204,PLNK,30JAN19,JBU,  19 ,10,30,20190130,20190130,2100,0339,985   ,20190127,,BOS ,1600,DM,-0500,SAN ,1939,-0800,32S ,,,,1600,2100,,,,,1939,0339,,,,,,,,,0,,,32S ,,5143617,,,,0,0,0,>  90 ,,JFK,3,1,2019-01-30 21:00:00.000,0,2019-01-31 03:39:00.000,18,7,0,0,0019
,27JAN19,1204,PLNK,30JAN19,JBU,  20 ,10,30,20190130,20190131,0515,1033,967   ,20190127,SC05,SAN ,2115,DM,-0800,BOS ,0533,-0500,32S ,,,,2115,0515,,,,,0533,1033,,,981 ,,,,,,0,,,32S ,,5143630,,,,0,0,0,>  19 ,,JFK,3,0,2019-01-31 05:15:00.000,0,2019-01-31 10:33:00.000,19,7,0,0,0020
,27JAN19,1204,PLNK,30JAN19,JBU,  22 ,10,30,20190130,20190131,0120,0417,706   ,20190127,SC05,PBI ,2020,DM,-0500,BOS ,2317,-0500,320 ,,,,2020,0120,,,,,2317,0417,,,827 ,,,,,,0,,,320 ,,5143644,,,,0,0,0,>1600 ,,JFK,3,0,2019-01-31 01:20:00.000,0,2019-01-31 04:17:00.000,14,7,0,0,0022
,27JAN19,1204,PLNK,30JAN19,JBU,  23 ,10,30,20190130,20190130,1040,1704,946   ,20190127,SC05,JFK ,0540,DM,-0500,LAX ,0904,-0800,32S ,,,,0540,1040,,,,,0904,1704,,,988 ,,,,,,0,,,32S ,,5143655,,,,0,0,0,> 324 ,,JFK,3,1,2019-01-30 10:40:00.000,3,2019-01-30 17:04:00.000,29,7,0,0,0023
,27JAN19,1204,PLNK,30JAN19,JBU,  24 ,10,30,20190130,20190130,1340,1858,983   ,20190127,,LAX ,0540,DM,-0800,JFK ,1358,-0500,32S ,,,59  ,0540,1340,,,,,1358,1858,,,,,,,,,0,,,32S ,,5143667,,,,0,0,0,> 915 ,,JFK,3,1,2019-01-30 13:40:00.000,3,2019-01-30 18:58:00.000,15,7,0,0,0024
,27JAN19,1204,PLNK,30JAN19,JBU,  27 ,10,30,20190130,20190130,1100,1353,793   ,20190127,SC05,EWR ,0600,DM,-0500,MCO ,0853,-0500,320 ,,,,0600,1100,,,,,0853,1353,,,516 ,,,,,,0,,,320 ,,5143686,,,,0,0,0,> 438 ,,JFK,3,1,2019-01-30 11:00:00.000,3,2019-01-30 13:53:00.000,25,7,0,0,0027
,27JAN19,1204,PLNK,30JAN19,JBU,  28 ,10,30,20190130,20190130,1532,1814,562   ,20190127,SC05,MCO ,1032,DM,-0500,EWR ,1314,-0500,320 ,,,,1032,1532,,,,,1314,1814,,,636 ,,,,,,0,,,320 ,,5143697,,,,0,0,0,>1527 ,,JFK,3,0,2019-01-30 15:32:00.000,0,2019-01-30 18:14:00.000,16,7,0,0,0028
,27JAN19,1204,PLNK,30JAN19,JBU,  38 ,10,30,20190130,20190130,2001,2300,621   ,20190127,SC05,SJO ,1401,DM,-0600,FLL ,1800,-0500,32M ,,,,1401,2001,,,,,1800,2300,,,571 ,,,,,,0,,,32M ,,5143717,,,,0,0,0,>1149 ,,JFK,3,0,2019-01-30 20:01:00.000,0,2019-01-30 23:00:00.000,15,7,0,0,0038
,27JAN19,1204,PLNK,30JAN19,JBU,  39 ,10,30,20190130,20190130,1556,1859,621   ,20190127,SC05,FLL ,1056,DM,-0500,SJO ,1259,-0600,32M ,,,,1056,1556,,,,,1259,1859,,,571 ,,,,,,0,,,32M ,,5143731,,,,0,0,0,>  38 ,,JFK,3,0,2019-01-30 15:56:00.000,0,2019-01-30 18:59:00.000,17,7,0,0,0039
,27JAN19,1204,PLNK,30JAN19,JBU,  40 ,10,30,20190130,20190130,1523,1856,504   ,20190127,SC05,MDE ,1023,DM,-0500,FLL ,1356,-0500,320 ,,,,1023,1523,,,,,1356,1856,,,590 ,,,,,,0,,,320 ,,5143742,,,,0,0,0,> 875 ,,JFK,3,0,2019-01-30 15:23:00.000,0,2019-01-30 18:56:00.000,15,7,0,0,0040
,27JAN19,1204,PLNK,30JAN19,JBU,  41 ,10,30,20190130,20190130,1100,1423,504   ,20190127,SC05,FLL ,0600,DM,-0500,MDE ,0923,-0500,320 ,,,,0600,1100,,,,,0923,1423,,,590 ,,,,,,0,,,320 ,,5143753,,,,0,0,0,>  40 ,,JFK,3,1,2019-01-30 11:00:00.000,3,2019-01-30 14:23:00.000,17,7,0,0,0041
,27JAN19,1204,PLNK,30JAN19,JBU,  42 ,10,30,20190130,20190130,1917,2042,789   ,20190127,AU01,LGB ,1117,DM,-0800,RNO ,1242,-0800,320 ,,,,1117,1917,,,,B6  ,1242,2042,,,586 ,,,,,,0,,,320 ,,5143766,,,,0,0,0,>  43 ,,JFK,3,0,2019-01-30 19:17:00.000,0,2019-01-30 20:42:00.000,13,7,0,0,0042
,27JAN19,1205,PLNK,30JAN19,JBU,  43 ,10,30,20190130,20190130,2125,2247,789   ,20190127,AU01,RNO ,1325,DM,-0800,LGB ,1447,-0800,320 ,,,B6  ,1325,2125,,,,,1447,2247,,,586 ,,,,,,0,,,320 ,,5143779,,,,0,0,0,> 532 ,,JFK,3,0,2019-01-30 21:25:00.000,0,2019-01-30 22:47:00.000,15,7,0,0,0043
,27JAN19,1204,PLNK,30JAN19,JBU,  49 ,10,30,20190130,20190130,1609,1858,193   ,20190127,SC01,BOS ,1109,DM,-0500,SAV ,1358,-0500,E90 ,,,,1109,1609,,,,7   ,1358,1858,,,279 ,,,,,,0,,,E90 ,,5143800,,,,0,0,0,>  50 ,,JFK,3,0,2019-01-30 16:09:00.000,0,2019-01-30 18:58:00.000,18,7,0,0,0049
,27JAN19,1204,PLNK,30JAN19,JBU,  50 ,10,30,20190130,20190130,1933,2152,193   ,20190127,SC01,SAV ,1433,DM,-0500,BOS ,1652,-0500,E90 ,,,7   ,1433,1933,,,,,1652,2152,,,279 ,,,,,,0,,,E90 ,,5143811,,,,0,0,0,>2983 ,,JFK,3,0,2019-01-30 19:33:00.000,0,2019-01-30 21:52:00.000,15,7,0,0,0050
,27JAN19,1204,PLNK,30JAN19,JBU,  51 ,10,30,20190130,20190130,1035,1355,965   ,20190127,SC05,BOS ,0535,DM,-0500,MCO ,0855,-0500,321 ,,,,0535,1035,,,,,0855,1355,,,958 ,,,,,,0,,,321 ,,5143826,,,,0,0,0,> 490 ,,JFK,3,1,2019-01-30 10:35:00.000,3,2019-01-30 13:55:00.000,18,7,0,0,0051
,27JAN19,1204,PLNK,30JAN19,JBU,  52 ,10,30,20190130,20190130,1300,1552,954   ,20190127,,MCO ,0800,DM,-0500,BOS ,1052,-0500,321 ,,,,0800,1300,,,,,1052,1552,,,,,,,,,0,,,321 ,,5143839,,,,0,0,0,> 451 ,,JFK,3,1,2019-01-30 13:00:00.000,0,2019-01-30 15:52:00.000,16,7,0,0,0052
,27JAN19,1204,PLNK,30JAN19,JBU,  53 ,10,30,20190130,20190130,1209,1511,972   ,20190127,,JFK ,0709,DM,-0500,PBI ,1011,-0500,321 ,,,,0709,1209,,,,,1011,1511,,,,,,,,,0,,,321 ,,5143852,,,,0,0,0,> 154 ,,JFK,3,1,2019-01-30 12:09:00.000,3,2019-01-30 15:11:00.000,29,7,0,0,0053
,27JAN19,1204,PLNK,30JAN19,JBU,  54 ,10,30,20190130,20190130,1141,1420,974   ,20190127,,PBI ,0641,DM,-0500,JFK ,0920,-0500,321 ,,J,,0641,1141,,,,,0920,1420,,,996 ,,,,,,0,,,321 ,,5143865,,,,0,0,0,> 153 ,,JFK,3,1,2019-01-30 11:41:00.000,3,2019-01-30 14:20:00.000,14,7,0,0,0054
,27JAN19,1204,PLNK,30JAN19,JBU,  55 ,10,30,20190130,20190130,1210,1359,355   ,20190127,SC06,BOS ,0710,DM,-0500,DCA ,0859,-0500,E90 ,,,,0710,1210,,,,,0859,1359,,,351 ,,,,,,0,,,E90 ,,5143882,,,,0,0,0,> 589 ,,JFK,3,1,2019-01-30 12:10:00.000,3,2019-01-30 13:59:00.000,18,7,0,0,0055
,27JAN19,1204,PLNK,30JAN19,JBU,  61 ,10,30,20190130,20190131,0349,0745,595   ,20190127,SC05,BOS ,2249,DM,-0500,SJU ,0345,-0400,32C ,,,,2249,0349,,,,,0345,0745,,,641 ,,,,,,0,,,32H ,,5143895,,,,0,0,0,> 862 ,,JFK,2,0,2019-01-31 03:49:00.000,0,2019-01-31 07:45:00.000,18,7,0,0,0061
,27JAN19,1204,PLNK,30JAN19,JBU,  62 ,10,30,20190130,20190130,1445,1730,503   ,20190127,,PBI ,0945,DM,-0500,LGA ,1230,-0500,320 ,,,,0945,1445,,,,,1230,1730,,,,,,,,,0,,,320 ,,5143903,,,,0,0,0,>1161 ,,JFK,3,1,2019-01-30 14:45:00.000,3,2019-01-30 17:30:00.000,14,7,0,0,0062
,27JAN19,1204,PLNK,30JAN19,JBU,  63 ,10,30,20190130,20190130,1336,2010,944   ,20190127,SC05,JFK ,0836,DM,-0500,SEA ,1210,-0800,32S ,,,,0836,1336,,,,,1210,2010,,,943 ,,,,,,0,,,32S ,,5143916,,,,0,0,0,> 464 ,,JFK,3,1,2019-01-30 13:36:00.000,3,2019-01-30 20:10:00.000,29,7,0,0,0063
,27JAN19,1204,PLNK,30JAN19,JBU,  69 ,10,30,20190130,20190130,2146,0127,627   ,20190127,SC06,BOS ,1646,DM,-0500,FLL ,2027,-0500,32M ,,,,1646,2146,,,,,2027,0127,,,646 ,,,,,,0,,,32M ,,5143943,,,,0,0,0,> 658 ,,JFK,3,0,2019-01-30 21:46:00.000,0,2019-01-31 01:27:00.000,18,7,0,0,0069
,27JAN19,1204,PLNK,30JAN19,JBU,  71 ,10,30,20190130,20190131,0033,0609,587   ,20190127,SC05,JFK ,1933,DM,-0500,SLC ,2309,-0700,320 ,,,,1933,0033,,,,,2309,0609,,,589 ,,,,,,0,,,320 ,,5143961,,,,0,0,0,>  72 ,,JFK,3,0,2019-01-31 00:33:00.000,0,2019-01-31 06:09:00.000,29,7,0,0,0071
,27JAN19,1204,PLNK,30JAN19,JBU,  72 ,10,30,20190130,20190131,0659,1118,587   ,20190127,SC05,SLC ,2359,DM,-0700,JFK ,0618,-0500,320 ,,,,2359,0659,,,,,0618,1118,,,589 ,,,,,,0,,,320 ,,5143973,,,,0,0,0,> 743 ,,JFK,3,0,2019-01-31 06:59:00.000,0,2019-01-31 11:18:00.000,17,7,0,0,0072
,27JAN19,1204,PLNK,30JAN19,JBU,  76 ,10,30,20190130,20190130,1641,1927,659   ,20190127,AU01,MSY ,1041,DM,-0600,JFK ,1427,-0500,320 ,,,C5  ,1041,1641,,,,,1427,1927,,,534 ,,,,,,0,,,320 ,,5143984,,,,0,0,0,> 429 ,,JFK,3,0,2019-01-30 16:41:00.000,0,2019-01-30 19:27:00.000,14,7,0,0,0076
,27JAN19,1204,PLNK,30JAN19,JBU,  85 ,10,30,20190130,20190130,2110,0001,746   ,20190127,SC20,BUF ,1610,DM,-0500,MCO ,1901,-0500,320 ,,,,1610,2110,,,,,1901,0001,,,598 ,,,,,,0,,,320 ,,5144014,,,,0,0,0,> 131 ,,JFK,3,0,2019-01-30 21:10:00.000,0,2019-01-31 00:01:00.000,13,7,0,0,0085
,27JAN19,1204,PLNK,30JAN19,JBU,  87 ,10,30,20190130,20190130,2135,0059,638   ,20190127,SC14,ALB ,1635,DM,-0500,FLL ,1959,-0500,320 ,,,B6  ,1635,2135,,,,,1959,0059,,,663 ,,,,,,0,,,320 ,,5144028,,,,0,0,0,>1675 ,,JFK,3,0,2019-01-30 21:35:00.000,0,2019-01-31 00:59:00.000,15,7,0,0,0087
