recordStatus,lastDateModified,lastTimeModified,lastUserToModify,legDepartureDate,airlineCode,identifier,sequence,flightOriginDay,numericFlightDate,numGMTDate,STDudt,STAudt,tailNumber,numLastDateModified,flightStatus,origin,STDLocal,dispatchDesk,STDGMTVariance,destination,STALocal,STAGMTVariance,OAGEquipmentType,ACConfiguration,serviceType,originGate,ETDlocal,ETDudt,TAXIutc,OUTudt,OFFudt,destinationGate,ETAlocal,ETAudt,ONudt,INudt,previousTailNumber,ETE,DCNutc,ETOutc,EONutc,EDTCutc,flightType,newDepartureCity,newArrivalCity,SchedOAGEquipType,OAGEquipSubType,csvFSDailyID,tailNumBeforeCancel,CTAUTC,cancelled,replaced,ATCStatus,scheduledFlightType,aircraftRouting,mealService,hub,landingRestriction,headStartFlight,actualDeparture,specialFlight,actualArrival,scheduledTaxiOut,scheduledTaxiIn,STOSetByUser,STISetByUser,CTFlightNumber
,29JAN19,1205,PLNK,01FEB19,JBU,   3 ,10,01,20190201,20190201,2030,0027,517   ,20190129,,JFK ,1530,DM,-0500,SJU ,2027,-0400,320 ,,,,1530,2030,,,,,2027,0027,,,,,,,,,0,,,320 ,,5156978,,,,0,0,0,>1234 ,,JFK,3,0,2019-02-01 20:30:00.000,0,2019-02-02 00:27:00.000,29,7,0,0,0003
,29JAN19,1210,PLNK,01FEB19,JBU,   4 ,10,01,20190201,20190202,0126,0521,586   ,20190129,SC20,SJU ,2126,DM,-0400,JFK ,0021,-0500,320 ,,,,2126,0126,,,,,0021,0521,,,703 ,,,,,,0,,,320 ,,5156989,,,,0,0,0,> 519 ,,JFK,3,0,2019-02-02 01:26:00.000,0,2019-02-02 05:21:00.000,17,7,0,0,0004
,29JAN19,1205,PLNK,01FEB19,JBU,   6 ,10,01,20190201,20190201,1939,2244,821   ,20190129,SC21,FLL ,1439,DM,-0500,EWR ,1744,-0500,32A ,,,,1439,1939,,,,,1744,2244,,,768 ,,,,,,0,,,320 ,,5157000,,,,0,0,0,> 543 ,,JFK,3,0,2019-02-01 19:39:00.000,0,2019-02-01 22:44:00.000,17,7,0,0,0006
,29JAN19,1205,PLNK,01FEB19,JBU,   7 ,10,01,20190201,20190201,2346,0522,621   ,20190129,AU01,FLL ,1846,DM,-0500,LAS ,2122,-0800,32M ,,,,1846,2346,,,,E10 ,2122,0522,,,627 ,,,,,,0,,,32M ,,5157011,,,,0,0,0,>   8 ,,JFK,3,0,2019-02-01 23:46:00.000,0,2019-02-02 05:22:00.000,17,7,0,0,0007
,29JAN19,1205,PLNK,01FEB19,JBU,   8 ,10,01,20190201,20190202,0609,1040,621   ,20190129,AU01,LAS ,2209,DM,-0800,FLL ,0540,-0500,32M ,,,E10 ,2209,0609,,,,,0540,1040,,,627 ,,,,,,0,,,32M ,,5157022,,,,0,0,0,>2470 ,,JFK,3,0,2019-02-02 06:09:00.000,0,2019-02-02 10:40:00.000,18,7,0,0,0008
,29JAN19,1210,PLNK,01FEB19,JBU,  11 ,10,01,20190201,20190202,0155,0451,298   ,20190129,,BOS ,2055,DM,-0500,ORD ,2251,-0600,E90 ,,,,2055,0155,,,,,2251,0451,,,,,,,,,0,,,E90 ,,5157039,,,,0,0,0,> 412 ,,JFK,2,0,2019-02-02 01:55:00.000,0,2019-02-02 04:51:00.000,18,7,0,0,0011
,29JAN19,1205,PLNK,01FEB19,JBU,  14 ,10,01,20190201,20190202,0440,0950,633   ,20190129,SC05,LGB ,2040,DM,-0800,JFK ,0450,-0500,320 ,,,,2040,0440,,,,,0450,0950,,,591 ,,,,,,0,,,320 ,,5157050,,,,0,0,0,> 359 ,,JFK,3,0,2019-02-02 04:40:00.000,0,2019-02-02 09:50:00.000,13,7,0,0,0014
,29JAN19,1205,PLNK,01FEB19,JBU,  15 ,10,01,20190201,20190201,1200,1842,967   ,20190129,,JFK ,0700,DM,-0500,SFO ,1042,-0800,32S ,,,,0700,1200,,,,,1042,1842,,,,,,,,,0,,,32S ,,5157061,,,,0,0,0,> 416 ,,JFK,3,1,2019-02-01 12:00:00.000,0,2019-02-01 18:42:00.000,29,7,0,0,0015
,29JAN19,1205,PLNK,01FEB19,JBU,  16 ,10,01,20190201,20190201,1430,1955,947   ,20190129,,SFO ,0630,DM,-0800,JFK ,1455,-0500,32S ,,,,0630,1430,,,,,1455,1955,,,,,,,,,0,,,32S ,,5157070,,,,0,0,0,>  89 ,,JFK,3,1,2019-02-01 14:30:00.000,3,2019-02-01 19:55:00.000,15,7,0,0,0016
,29JAN19,1205,PLNK,01FEB19,JBU,  18 ,10,01,20190201,20190201,1940,2053,178   ,20190129,SC05,JFK ,1440,DM,-0500,BOS ,1553,-0500,E90 ,,,,1440,1940,,,,,1553,2053,,,346 ,,,,,,0,,,E90 ,,5157081,,,,0,0,0,> 755 ,,JFK,2,0,2019-02-01 19:40:00.000,0,2019-02-01 20:53:00.000,29,7,0,0,0018
